Question,Answer,Category,URL
可以将规模集与加速网络结合使用吗？,"可以将规模集与加速网络结合使用。 若要使用加速网络，请在规模集的 networkInterfaceConfigurations 设置中将 enableAcceleratedNetworking 设置为 true。 例如\n\n""networkProfile"": { ""networkInterfaceConfigurations"": [ { ""name"": ""niconfig1"", ""properties"": { ""primary"": true, ""enableAcceleratedNetworking"" : true, ""ipConfigurations"": [ ] } } ] } } ] } \n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
能否将规模集与加速网络结合使用？,"可以将规模集与加速网络结合使用。 若要使用加速网络，请在规模集的 networkInterfaceConfigurations 设置中将 enableAcceleratedNetworking 设置为 true。 例如\n\n""networkProfile"": { ""networkInterfaceConfigurations"": [ { ""name"": ""niconfig1"", ""properties"": { ""primary"": true, ""enableAcceleratedNetworking"" : true, ""ipConfigurations"": [ ] } } ] } } ] } \n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
能将规模集与加速网络结合使用吗,"可以将规模集与加速网络结合使用。 若要使用加速网络，请在规模集的 networkInterfaceConfigurations 设置中将 enableAcceleratedNetworking 设置为 true。 例如\n\n""networkProfile"": { ""networkInterfaceConfigurations"": [ { ""name"": ""niconfig1"", ""properties"": { ""primary"": true, ""enableAcceleratedNetworking"" : true, ""ipConfigurations"": [ ] } } ] } } ] } \n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
可以通过 Resource Manager 模板指定一个 SSH 密钥对，用于对 Linux 虚拟机规模集进行 SSH 身份验证吗,"可以通过 Resource Manager 模板指定一个 SSH 密钥对，用于对 Linux 虚拟机规模集进行 SSH 身份验证。用于 osProfile 的 REST API 类似于标准 VM REST API。 \n\n在模板中包括 osProfile：\n\n""osProfile"": { ""computerName"": ""[variables('vmName')]"", ""adminUsername"": ""[parameters('adminUserName')]"", ""linuxConfiguration"": { ""disablePasswordAuthentication"": ""true"", ""ssh"": { ""publicKeys"": [ { ""path"": ""[variables('sshKeyPath')]"", ""keyData"": ""[parameters('sshKeyData')]"" } ] } } } \n\n[101-vm-sshkey GitHub 快速入门模板](https://github.com/Azure/azure-quickstart-templates/blob/master/101-vm-sshkey/azuredeploy.json) 中使用了此 JSON 块。\n\n[grelayhost.json GitHub 快速启动模板](https://github.com/ExchMaster/gadgetron/blob/master/Gadgetron/Templates/grelayhost.json)中也使用了此 OS 配置文件。\n\n有关详细信息，请参阅[创建或更新虚拟机规模集](https://msdn.microsoft.com/library/azure/mt589035.aspx#linuxconfiguration)\n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
是否可以通过 Resource Manager 模板指定一个 SSH 密钥对，用于对 Linux 虚拟机规模集进行 SSH 身份验证？,"可以通过 Resource Manager 模板指定一个 SSH 密钥对，用于对 Linux 虚拟机规模集进行 SSH 身份验证。用于 osProfile 的 REST API 类似于标准 VM REST API。 \n\n在模板中包括 osProfile：\n\n""osProfile"": { ""computerName"": ""[variables('vmName')]"", ""adminUsername"": ""[parameters('adminUserName')]"", ""linuxConfiguration"": { ""disablePasswordAuthentication"": ""true"", ""ssh"": { ""publicKeys"": [ { ""path"": ""[variables('sshKeyPath')]"", ""keyData"": ""[parameters('sshKeyData')]"" } ] } } } \n\n[101-vm-sshkey GitHub 快速入门模板](https://github.com/Azure/azure-quickstart-templates/blob/master/101-vm-sshkey/azuredeploy.json) 中使用了此 JSON 块。\n\n[grelayhost.json GitHub 快速启动模板](https://github.com/ExchMaster/gadgetron/blob/master/Gadgetron/Templates/grelayhost.json)中也使用了此 OS 配置文件。\n\n有关详细信息，请参阅[创建或更新虚拟机规模集](https://msdn.microsoft.com/library/azure/mt589035.aspx#linuxconfiguration)\n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
可以配置与多个应用程序网关配合使用的规模集吗,可以配置与多个应用程序网关配合使用的规模集。可以将多个应用程序网关后端地址池的资源 ID 添加到规模集网络配置文件的 ipConfigurations 部分的 applicationGatewayBackendAddressPools 列表中。\n\n## 缩放\n\n,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
能否配置与多个应用程序网关配合使用的规模集？,可以配置与多个应用程序网关配合使用的规模集。可以将多个应用程序网关后端地址池的资源 ID 添加到规模集网络配置文件的 ipConfigurations 部分的 applicationGatewayBackendAddressPools 列表中。\n\n## 缩放\n\n,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
能配置与多个应用程序网关配合使用的规模集吗,可以配置与多个应用程序网关配合使用的规模集。可以将多个应用程序网关后端地址池的资源 ID 添加到规模集网络配置文件的 ipConfigurations 部分的 applicationGatewayBackendAddressPools 列表中。\n\n## 缩放\n\n,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
基于 Azure 服务总线主题和队列长度的自动缩放是否有任何示例可供参考？,"有关基于 Azure 服务总线主题和队列长度的自动缩放示例，请参阅 [Azure Monitor 自动缩放常用指标](https://docs.azure.cn/zh-cn/monitoring-and-diagnostics/insights-autoscale-common-metrics/)。\n\n对于服务总线队列，请使用以下 JSON：\n\n""metricName"": ""MessageCount"", ""metricNamespace"": """", ""metricResourceUri"": ""/subscriptions/s1/resourceGroups/rg1/providers/Microsoft.ServiceBus/namespaces/mySB/queues/myqueue"" \n\n对于存储队列，请使用以下 JSON：\n\n""metricName"": ""ApproximateMessageCount"", ""metricNamespace"": """", ""metricResourceUri"": ""/subscriptions/s1/resourceGroups/rg1/providers/Microsoft.ClassicStorage/storageAccounts/mystorage/services/queue/queues/mystoragequeue"" \n\n将示例值替换为资源的统一资源标识符 (URI)。\n",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
虚拟机规模集如何启用启动诊断？,"若要启用启动诊断，首先，创建存储帐户。 然后，将此 JSON 块放在虚拟机规模集 virtualMachineProfile 中，并更新虚拟机规模集：\n\n""diagnosticsProfile"": { ""bootDiagnostics"": { ""enabled"": true, ""storageUri"": ""http://yourstorageaccount.blob.core.chinacloudapi.cn"" } } \n\n创建新 VM 时，VM 的 InstanceView 属性显示屏幕截图的详细信息等等。 下面是一个示例：\n\n""bootDiagnostics"": { ""consoleScreenshotBlobUri"": ""https://o0sz3nhtbmkg6geswarm5.blob.core.chinacloudapi.cn/bootdiagnostics-swarmagen-4157d838-8335-4f78-bf0e-b616a99bc8bd/swarm-agent-9574AE92vmss-0_2.4157d838-8335-4f78-bf0e-b616a99bc8bd.screenshot.bmp"", ""serialConsoleLogBlobUri"": ""https://o0sz3nhtbmkg6geswarm5.blob.core.chinacloudapi.cn/bootdiagnostics-swarmagen-4157d838-8335-4f78-bf0e-b616a99bc8bd/swarm-agent-9574AE92vmss-0_2.4157d838-8335-4f78-bf0e-b616a99bc8bd.serialconsole.log"" }",virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
"我需要执行一个在专用存储帐户中托管的自定义脚本。 存储为公共存储时脚本成功运行，但尝试使用共享访问签名 (SAS) 时，脚本运行失败。 显示此消息：""缺少有效共享访问签名的强制参数""。 通过本地浏览器可以正常使用""链接+SAS""。",若要执行在私有存储帐户中托管的自定义脚本，请通过存储帐户密钥和名称来设置受保护的设置。 有关详细信息，请参阅[适用于 Windows 的自定义脚本扩展](https://docs.azure.cn/zh-cn/virtual-machines/virtual-machines-windows-extensions-customscript/#template-example-for-a-windows-vm-with-protected-settings)。,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
虚拟机规模集是否符合 PCI 规范？,虚拟机规模集是 CRP 之上的一个精简 API 层。 这两个组件是 Azure 服务树中的计算平台的一部分。\n\n从合规性角度看，虚拟机规模集是 Azure 计算平台的基础部分。 它们与 CRP 共享团队、工具、进程、部署方法、安全控制、实时 (JIT) 编译、监视、警报等。 虚拟机规模集符合支付卡行业 (PCI) 规范，因为 CRP 属于当前 PCI 数据安全标准 (DSS) 证明的一部分。\n\n有关详细信息，请参阅 [Microsoft 信任中心](https://www.trustcenter.cn/)。,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
虚拟机规模集符合 PCI 规范吗？,虚拟机规模集是 CRP 之上的一个精简 API 层。 这两个组件是 Azure 服务树中的计算平台的一部分。\n\n从合规性角度看，虚拟机规模集是 Azure 计算平台的基础部分。 它们与 CRP 共享团队、工具、进程、部署方法、安全控制、实时 (JIT) 编译、监视、警报等。 虚拟机规模集符合支付卡行业 (PCI) 规范，因为 CRP 属于当前 PCI 数据安全标准 (DSS) 证明的一部分。\n\n有关详细信息，请参阅 [Microsoft 信任中心](https://www.trustcenter.cn/)。,virtual machine-scale-sets,https://docs.azure.cn/virtual-machine-scale-sets/virtual-machine-scale-sets-faq
 创建 Azure VNet 后是否可以修改子网的大小？, 创建 Azure VNet 后可以修改子网的大小。如果子网中未部署任何 VM 或服务，可以添加、删除、扩展或收缩该子网。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure VNet 是否可以跨区域？,Azure VNet 不可以跨区域。一个 VNet 限制为单个区域。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure VNet 是否支持多播或广播？,Azure VNet 不支持多播或广播。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure VNet 中的子网数量是否有限制？,Azure VNet 中的子网数量有限制。子网地址空间不能相互重叠。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
如果我在 Azure VNet 中运行服务，是否可以连接到 Internet？,Azure VNet 中部署的所有服务都可以连接到 Internet。 Azure 中部署的每个云服务都具有分配到它的可公开寻址的 VIP。 必须定义 PaaS 角色的输入终结点和虚拟机的终结点，以使这些服务可以接受 Internet 的连接。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure VNet 和子网的最小和最大容量是多少？,Azure Vnet 支持的最小子网为 /29，最大为 /8（使用 CIDR 子网定义）。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure 虚拟网络（Vnet）中使用这些子网中的 IP 地址是否有任何限制？,Azure 虚拟网络（Vnet）中使用子网中的 IP 地址有任何限制。Azure 会保留每个子网中的某些 IP 地址。 子网的第一个和最后一个 IP 地址仅为协议一致性而保留，其他 3 个地址用于 Azure 服务。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
VNet 中可以有公共 IP 地址吗？,VNet 中可以有公共 IP 地址。有关公共 IP 地址范围的详细信息，请参阅[虚拟网络中的公共 IP 地址空间](https://docs.azure.cn/virtual-network/virtual-networks-public-ip-within-vnet)一文。 无法从 Internet 直接访问公共 IP 地址。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
我的 VNet 中是否可以有公共 IP 地址？,VNet 中可以有公共 IP 地址。有关公共 IP 地址范围的详细信息，请参阅[虚拟网络中的公共 IP 地址空间](https://docs.azure.cn/virtual-network/virtual-networks-public-ip-within-vnet)一文。 无法从 Internet 直接访问公共 IP 地址。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以为 Azure VM 配置静态 MAC 地址吗,不可以为Azure VM 配置静态 MAC 地址。MAC 地址不能以静态方式配置。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以为我的 VM 配置静态 MAC 地址？,不可以为Azure VM 配置静态 MAC 地址。MAC 地址不能以静态方式配置。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以为以后创建的 VM 保留专用 IP 地址吗,不可以为以后创建的 VM 保留专用 IP 地址。无法保留专用 IP 地址。 如果某个专用 IP 地址可用，它将由 DHCP 服务器分配给 VM 或角色实例。 该 VM 可能是要将专用 IP 地址分配到的 VM，也可能不是。 但是，可将已创建的 VM 的专用 IP 地址更改为任何可用的专用 IP 地址。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可为以后创建的 VM 保留专用 IP 地址？,不可以为以后创建的 VM 保留专用 IP 地址。无法保留专用 IP 地址。 如果某个专用 IP 地址可用，它将由 DHCP 服务器分配给 VM 或角色实例。 该 VM 可能是要将专用 IP 地址分配到的 VM，也可能不是。 但是，可将已创建的 VM 的专用 IP 地址更改为任何可用的专用 IP 地址。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以使用 Azure VNet 将 VLAN 引入 Azure 中？,不可以使用 Azure VNet 将 VLAN 引入 Azure 中。 VNet 是第 3 层重叠。 Azure 不支持任何第 2 层语义。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以使用 tracert 诊断Azure 虚拟网络连接？,不可以使用 tracert 诊断Azure 虚拟网络连接。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在Azure VNet 中 ping 默认路由器？,不可以在Azure VNet 中 ping 默认路由器。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以为 VNet 指定自定义的 DNS 后缀吗,不能为 VNet 指定自定义的 DNS 后缀。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以引入我自己的 DNS 后缀？,不能为 VNet 指定自定义的 DNS 后缀。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以将服务移入和移出 VNet 吗,不能将服务移入和移出 VNet。 必须删除并重新部署该服务，以将其移动到另一个 VNet 中。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以将服务移入和移出 VNet？,不能将服务移入和移出 VNet。 必须删除并重新部署该服务，以将其移动到另一个 VNet 中。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
创建 Azure 虚拟网络后可以修改 DNS 服务器吗？,创建 Azure 虚拟网络后可以修改 DNS 服务器。 可以随时更改 VNet 的 DNS 服务器列表。 如果更改 DNS 服务器列表，则需要重新启动 VNet 中的每个 VM，以使其拾取新的 DNS 服务器。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
创建网络后是否可以修改 DNS 服务器？,创建 Azure 虚拟网络后可以修改 DNS 服务器。 可以随时更改 VNet 的 DNS 服务器列表。 如果更改 DNS 服务器列表，则需要重新启动 VNet 中的每个 VM，以使其拾取新的 DNS 服务器。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
创建 MAC 后，其地址是否在Azure VM 中保持不变？,创建 MAC 后，其地址在 VM 中保持不变。通过资源管理器和经典部署模型部署的 VM 在被删除之前，其 MAC 地址将保持不变。 以前，如果停止（解除分配）VM，将会释放 MAC 地址，但现在，即使 VM 处于解除分配状态，也会保留其 MAC 地址。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
创建Azure VNet 后是否可以添加子网？,创建Azure VNet 后可以添加子网。只要子网地址不属于 VNet 中另一个子网的一部分，就能随时将子网添加到 VNet 中。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
创建Azure VNet 子网后是否可以对其进行修改？,创建Azure VNet 子网后可以对其进行修改。可以添加、删除和修改 VNet 使用的 CIDR 块。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以为Azure VNet 指定 DNS 服务器？,可以为 VNet 指定 DNS 服务器。可以在 VNet 设置中指定 DNS 服务器 IP 地址。 这将作为 VNet 中所有 VM 的默认 DNS 服务器进行应用。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
在Azure VNet 中可以使用哪些协议？,可以在 Azure VNet 中使用 TCP、UDP 和 ICMP TCP/IP 协议。 VNet 中会阻止多播、广播、在 IP 里面封装 IP 的数据包以及通用路由封装 (GRE) 数据包。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以在 VM 操作系统中手动将 IP 地址分配到 NIC吗？,可以在 VM 操作系统中手动将 IP 地址分配到 NIC。但不建议这样做。 如果分配给 Azure VM 中的 NIC 的 IP 地址会发生变化，在 VM 的操作系统中手动更改 NIC 的 IP 地址可能会导致与 VM 断开连接。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在 VM 操作系统中手动将 IP 地址分配到 NIC？,可以在 VM 操作系统中手动将 IP 地址分配到 NIC。但不建议这样做。 如果分配给 Azure VM 中的 NIC 的 IP 地址会发生变化，在 VM 的操作系统中手动更改 NIC 的 IP 地址可能会导致与 VM 断开连接。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以在 VNet 中使用 Azure 应用服务 Web 应用吗,可以在 VNet 中使用 Azure 应用服务 Web 应用。 可以使用 ASE（应用服务环境）在 VNet 中部署 Web 应用。 如果为 VNet 配置了点到站点连接，Web 应用可以安全地连接和访问 Azure VNet 中的资源。 有关详细信息，请参阅以下文章：\n\n*   [将应用与 Azure 虚拟网络进行集成](https://docs.azure.cn/app-service-web/web-sites-integrate-with-vnet)\n*   [将 VNet 集成和混合连接用于 Web 应用](https://docs.azure.cn/app-service-web/web-sites-integrate-with-vnet)。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在 VNet 中使用 Azure 应用服务 Web 应用？,可以在 VNet 中使用 Azure 应用服务 Web 应用。 可以使用 ASE（应用服务环境）在 VNet 中部署 Web 应用。 如果为 VNet 配置了点到站点连接，Web 应用可以安全地连接和访问 Azure VNet 中的资源。 有关详细信息，请参阅以下文章：\n\n*   [将应用与 Azure 虚拟网络进行集成](https://docs.azure.cn/app-service-web/web-sites-integrate-with-vnet)\n*   [将 VNet 集成和混合连接用于 Web 应用](https://docs.azure.cn/app-service-web/web-sites-integrate-with-vnet)。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以在 VNet 中部署云服务与 Web 和辅助角色 (PaaS)吗,可以在 VNet 中部署云服务与 Web 和辅助角色 (PaaS)。（可选）可在 VNet 中部署云服务角色实例。 为此，请在服务配置的网络配置部分中指定 VNet 名称和角色/子网映射。 不需要更新任何二进制文件。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在 VNet 中部署云服务与 Web 和辅助角色 (PaaS)？,可以在 VNet 中部署云服务与 Web 和辅助角色 (PaaS)。（可选）可在 VNet 中部署云服务角色实例。 为此，请在服务配置的网络配置部分中指定 VNet 名称和角色/子网映射。 不需要更新任何二进制文件。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化吗,可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化。可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化？,可以在 VNet 之间或者 VNet 与本地数据中心之间执行 WAN 优化。可以通过 Azure 应用商店部署许多供应商提供 [WAN 优化网络虚拟设备](https://azure.microsoft.com/marketplace/?term=wan optimization) 。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以在 VNet 和子网上指定自定义路由策略吗,可以在 VNet 和子网上指定自定义路由策略。可以使用用户定义路由 (UDR)。 有关 UDR 的详细信息，请访问[用户定义的路由和 IP 转发](https://docs.azure.cn/virtual-network/virtual-networks-udr-overview),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以在 VNet 和子网上指定自定义路由策略？,可以在 VNet 和子网上指定自定义路由策略。可以使用用户定义路由 (UDR)。 有关 UDR 的详细信息，请访问[用户定义的路由和 IP 转发](https://docs.azure.cn/virtual-network/virtual-networks-udr-overview),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
VNet 连接的资源之间可以添加防火墙吗,可以在与 VNet 连接的资源之间实施防火墙。 可以通过 Azure 应用商店部署许多供应商提供 [防火墙网络虚拟设备](https://azure.microsoft.com/marketplace/?term=firewall),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
VNet 连接的资源之间可以设置防火墙吗,可以在与 VNet 连接的资源之间实施防火墙。 可以通过 Azure 应用商店部署许多供应商提供 [防火墙网络虚拟设备](https://azure.microsoft.com/marketplace/?term=firewall),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可在与 VNet 连接的资源之间实施防火墙？,可以在与 VNet 连接的资源之间实施防火墙。 可以通过 Azure 应用商店部署许多供应商提供 [防火墙网络虚拟设备](https://azure.microsoft.com/marketplace/?term=firewall),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以基于每个 VM/服务重写 DNS 设置吗？,可以基于每个云服务设置 DNS 服务器，以重写默认网络设置。 但是，我们建议使用尽可能多的整个网络的 DNS。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以基于每个 VM/服务重写 DNS 设置？,可以基于每个云服务设置 DNS 服务器，以重写默认网络设置。 但是，我们建议使用尽可能多的整个网络的 DNS。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以将 VM 部署到 VNet吗？,可以将 VM 部署到 VNet。附加到通过 Resource Manager 部署模型部署的 VM 的所有网络接口 (NIC) 必须连接到 VNet。 可以选择性地将通过经典部署模型部署的 VM 连接到 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以将 VM 部署到 VNet？,可以将 VM 部署到 VNet。附加到通过 Resource Manager 部署模型部署的 VM 的所有网络接口 (NIC) 必须连接到 VNet。 可以选择性地将通过经典部署模型部署的 VM 连接到 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以将 VNet 连接到 Azure 中的另一个 VNet？,可以将 VNet 连接到 Azure 中的另一个 VNet。 可使用以下方式将一个 VNet 连接到另一个 VNet：\n\n*   Azure VPN 网关。 有关详细信息，请参阅[配置 VNet 到 VNet 连接](https://docs.azure.cn/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal)一文。 \n*   VNet 对等互连。 有关详细信息，请参阅 [VNet 对等互连概述](https://docs.azure.cn/virtual-network/virtual-network-peering-overview)一文。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以通过 VNet 中的 VM 连接到 Internet 吗,可以通过 VNet 中的 VM 连接到 Internet。VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以通过 VNet 中的 VM 连接到 Internet？,可以通过 VNet 中的 VM 连接到 Internet。VNet 中部署的所有 VM 和云服务角色实例都可连接到 Internet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以通过代码管理 Azure VNet？,可以通过代码管理 Azure VNet。可以在 [Azure Resource Manager](https://msdn.microsoft.com/library/mt163658.aspx) 和[经典（服务管理）](http://go.microsoft.com/fwlink/?LinkId=296833)部署模型中使用适用于 VNet 的 REST API。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以限制入站或出站流量流向与 VNet 连接的资源吗？,可以限制入站或出站流量流向与 VNet 连接的资源。可向 VNet 中的单个子网和/或附加到 VNet 的 NIC 应用[网络安全组](https://docs.azure.cn/virtual-network/virtual-networks-nsg),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
如何限制入站或出站流量流向与 VNet 连接的资源？,可以限制入站或出站流量流向与 VNet 连接的资源。可向 VNet 中的单个子网和/或附加到 VNet 的 NIC 应用[网络安全组](https://docs.azure.cn/virtual-network/virtual-networks-nsg),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以限制入站或出站流量流向与 VNet 连接的资源？,可以限制入站或出站流量流向与 VNet 连接的资源。可向 VNet 中的单个子网和/或附加到 VNet 的 NIC 应用[网络安全组](https://docs.azure.cn/virtual-network/virtual-networks-nsg),virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
在无需重新部署的情况下，可以将 VM 从一个子网移动到 VNet 中的另一个子网吗,在无需重新部署的情况下，可以将 VM 从一个子网移动到 VNet 中的另一个子网。可在[如何将 VM 或角色实例移到其他子网](https://docs.azure.cn/virtual-network/virtual-networks-move-vm-role-to-subnet)一文中找到详细信息。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
在无需重新部署的情况下，是否可以将 VM 从一个子网移动到 VNet 中的另一个子网？,在无需重新部署的情况下，可以将 VM 从一个子网移动到 VNet 中的另一个子网。可在[如何将 VM 或角色实例移到其他子网](https://docs.azure.cn/virtual-network/virtual-networks-move-vm-role-to-subnet)一文中找到详细信息。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
如果在操作系统中停止云服务部署槽或关闭 VM，IP 地址会丢失吗,"如果在操作系统中停止云服务部署槽或关闭 VM，IP 地址无变化。 IP 地址（公共 VIP、公共和专用）将保留分配给该云服务部署槽或 VM。 仅当停止（解除分配）或删除 VM，或者删除云服务部署槽时，才会释放动态地址。 在 Azure 门户中单击 VM 对应的""停止""按钮会将其状态设置为""已停止(已解除分配)""。 在这种情况下，VM 将会丢失其 IP 地址。",virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
如果在操作系统中停止云服务部署槽或关闭 VM，IP 地址会发生什么情况？,"如果在操作系统中停止云服务部署槽或关闭 VM，IP 地址无变化。 IP 地址（公共 VIP、公共和专用）将保留分配给该云服务部署槽或 VM。 仅当停止（解除分配）或删除 VM，或者删除云服务部署槽时，才会释放动态地址。 在 Azure 门户中单击 VM 对应的""停止""按钮会将其状态设置为""已停止(已解除分配)""。 在这种情况下，VM 将会丢失其 IP 地址。",virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
可以将虚拟机规模集 (VMSS) 连接到 VNet 吗？,必须将 VMSS 连接到 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可将虚拟机规模集 (VMSS) 连接到 VNet？,必须将 VMSS 连接到 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
虚拟机规模集 (VMSS) 必须连接到 VNet 吗,必须将 VMSS 连接到 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
Azure VNet 是否支持 IPv6？,无法共同使用 IPv6 和 Azure VNet,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否有 Azure VNet 的工具支持？,有 VNet 的工具支持。 详细了解以下操作：\n\n*   使用 Azure 门户通过 [Azure Resource Manager](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-arm-pportal) 和[经典](https://docs.azure.cn/virtual-network/virtual-networks-create-vnet-classic-pportal)部署模型部署 VNet。\n*   使用 PowerShell 来管理通过 [Resource Manager](https://docs.microsoft.com/powershell/resourcemanager/azurerm.network/v3.1.0/azurerm.network.md) 和[经典](https://docs.microsoft.com/powershell/module/azure/?view=azuresmps-3.7.0)部署模型部署的 VNet。\n*   使用 [Azure 命令行接口 (CLI)](https://docs.azure.cn/virtual-machines/azure-cli-arm-commands#azure-network-commands-to-manage-network-resources) 来管理通过这两种部署模型部署的 VNet。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
你们是否提供了有关保护 VNet 的信息？,有关详细信息，请参阅 [Azure 网络安全概述](https://docs.azure.cn/security/security-network-overview)一文。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
没有跨界连接的情况下是否可以使用 VNet？,没有跨界连接的情况下可以使用 VNet。 可以在不使用混合连接的情况下使用 VNet。 如果想要在 Azure 中运行 Microsoft Windows Server Active Directory 域控制器和 SharePoint 场，此功能特别有用。,virtual network,https://docs.azure.cn/virtual-network/virtual-networks-faq
是否可以使用 VNet 到 VNet 连接 VNet 外的 VM 或云服务？, VNet 到 VNet 支持连接虚拟网络。 它不支持连接不在虚拟网络中的虚拟机或云服务。,vpn gateway,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq
