title,source,ms.service
云服务端点不生效,cleaned_caselog.csv,quota
应用程序网关处于失败状态,cleaned_caselog.csv,application-gateway
将内网IP固定到新建的虚拟机上,cleaned_caselog.csv,virtual-network
可以同时监听多少个端口,cleaned_caselog.csv,application-gateway
网站FTP服务器不能访问,cleaned_caselog.csv,virtual-machines
已有的资源组加入到负载均衡器,cleaned_caselog.csv,virtual-machines
VPN的创建和数据库的安装,cleaned_caselog.csv,virtual-machines
增减资源咨询,cleaned_caselog.csv,virtual-machines
VPN网关和终结点问题,cleaned_caselog.csv,virtual-machines
vnet peering跟vnet connextion的区别是什么？,cleaned_caselog.csv,virtual-network
Azure Portal 修改VPN本地站点IP地址无法提交,cleaned_caselog.csv,vpn-gateway
服务器访问受限,cleaned_caselog.csv,virtual-machines
映射端口,cleaned_caselog.csv,virtual-network
一个VNET对应的公网地址是固定的吗,cleaned_caselog.csv,virtual-network
如何开启VPN连接的日志,cleaned_caselog.csv,vpn-gateway
虚拟机如何升级,cleaned_caselog.csv,virtual-machines
如何使用cdn,cleaned_caselog.csv,cdn
vm克隆咨询,cleaned_caselog.csv,virtual-machines
咨询ASR和Exchange的DAG集成,cleaned_caselog.csv,site-recovery
DS5系列虚拟机降级到DS4系列是否会丢失数据？,cleaned_caselog.csv,virtual-machines
无法创建cdn profiles,cleaned_caselog.csv,cdn
创建Image时出错,cleaned_caselog.csv,virtual-machines
如何添加新的CDN,cleaned_caselog.csv,cdn
服务器宕机无法连接到服务器,cleaned_caselog.csv,virtual-machines
恢复服务,cleaned_caselog.csv,site-recovery
Azure云助手怎么登陆中国版账号,cleaned_caselog.csv,azure-portal
服务器如何使用？,cleaned_caselog.csv,virtual-machines
虚拟机重置系统,cleaned_caselog.csv,virtual-machines
创建快照显示失败,cleaned_caselog.csv,virtual-machines
如何给一个订阅添加额外只读账户,cleaned_caselog.csv,active-directory
虚拟机本地迁移到Azure,cleaned_caselog.csv,virtual-machines
老版本的azure管理界面怎么回去,cleaned_caselog.csv,virtual-machines
cdn修改回源ip,cleaned_caselog.csv,cdn
可否创建一个固定的D盘,cleaned_caselog.csv,virtual-machines
迁移,cleaned_caselog.csv,virtual-machines
虚机调整大小后磁盘中内容是否还在,cleaned_caselog.csv,virtual-machines
Missing Red Hat image,cleaned_caselog.csv,virtual-machines
虚拟机状态显示不正常,cleaned_caselog.csv,storage
如何给应用做压力测试,cleaned_caselog.csv,virtual-machines
Win7镜像创建虚拟机,cleaned_caselog.csv,storage
Azure数据迁出咨询,cleaned_caselog.csv,virtual-machines
AAD相关问题,cleaned_caselog.csv,active-directory
如何做域名自定义,cleaned_caselog.csv,active-directory
云存储的文件是否支持开放式访问,cleaned_caselog.csv,storage
硬盘读取速度缓慢,cleaned_caselog.csv,stream-analytics
虚拟机增加磁盘,cleaned_caselog.csv,virtual-machines
powershell捕获虚拟机镜像,cleaned_caselog.csv,virtual-machines
HPC问题咨询,cleaned_caselog.csv,batch
Not displayed VM monitoring graph,cleaned_caselog.csv,azure-portal
更改虚拟机配置,cleaned_caselog.csv,virtual-machines
磁盘扩容问题,cleaned_caselog.csv,virtual-machines
服务器上的文件及数据丢失,cleaned_caselog.csv,virtual-machines
创建虚拟机管理员归属咨询,cleaned_caselog.csv,virtual-machines
Blob容器误删除如何恢复？,cleaned_caselog.csv,storage
虚拟机如何重装系统,cleaned_caselog.csv,virtual-machines
https加速开启问题,cleaned_caselog.csv,cdn
"ARM 下, CDN如何使用",cleaned_caselog.csv,cdn
虚拟机里配置Outlook无法连接登录,cleaned_caselog.csv,virtual-machines
查看订阅下还有什么虚拟机,cleaned_caselog.csv,virtual-machines
VM模式切换,cleaned_caselog.csv,virtual-machines
backup服务备份容量限制,cleaned_caselog.csv,site-recovery
scp上载代码到azure file比较慢,cleaned_caselog.csv,storage
Azure修改storage存储账户的名字,cleaned_caselog.csv,storage
ARM模式如何新建centos7.2,cleaned_caselog.csv,virtual-machines
虚拟机规模集使用管理问题,cleaned_caselog.csv,virtual-machines
虚拟机中的数据问题,cleaned_caselog.csv,virtual-machines
咨询Azure CDN 源主机头,cleaned_caselog.csv,cdn
删除storage时一直报错，无法删,cleaned_caselog.csv,storage
虚拟机可以配置显卡吗？,cleaned_caselog.csv,virtual-machines
Windows 虚拟机的大小后期能随时修改吗？,cleaned_caselog.csv,virtual-machines
通过vhd新建arm虚拟机,cleaned_caselog.csv,virtual-machines
vm磁盘数据找回,cleaned_caselog.csv,virtual-machines
无法查看虚拟机的CPU及硬盘的运行状态,cleaned_caselog.csv,virtual-machines
如何制作自定义镜像并上传,cleaned_caselog.csv,virtual-machines
更改临时磁盘盘符,cleaned_caselog.csv,virtual-machines
请帮忙删除活动目录AD2,cleaned_caselog.csv,active-directory
备份功能咨询,cleaned_caselog.csv,virtual-machines
控制面板里哪里能找到Azure AD,cleaned_caselog.csv,active-directory
系统及数据恢复,cleaned_caselog.csv,virtual-machines
虚拟机配置升级,cleaned_caselog.csv,virtual-machines
文件存储可用自由的扩容吗,cleaned_caselog.csv,storage
VM名称问题,cleaned_caselog.csv,virtual-machines
vm开放端口咨询,cleaned_caselog.csv,virtual-machines
虚拟机需要停止并取消分配，部署会受到什么影响,cleaned_caselog.csv,virtual-machines
VM运行缓慢，如何开启监视功能，实时监视CPU，内存，磁盘 ，网络 ,cleaned_caselog.csv,virtual-machines
有些软件部署的时候需要链接到国外的网站,cleaned_caselog.csv,virtual-machines
删除Azure CDN之后，第三方供应商仍在向我的自定义域名请求资源,cleaned_caselog.csv,cdn
虚拟机D盘数据是否可以找回,cleaned_caselog.csv,virtual-machines
挂在虚拟机镜像咨询,cleaned_caselog.csv,virtual-machines
文件传到Azure存储有报错,cleaned_caselog.csv,storage
虚拟机镜像问题,cleaned_caselog.csv,virtual-machines
RCA For SR_2017040680649,cleaned_caselog.csv,virtual-machines
无法存储账号删除,cleaned_caselog.csv,storage
如何使用容器服务,cleaned_caselog.csv,virtual-machines
虚拟机误删除,cleaned_caselog.csv,virtual-machines
portal登录问题,cleaned_caselog.csv,azure-portal
如何在ARM指定我需要的虚拟机的镜像,cleaned_caselog.csv,virtual-machines
CDN高级管理和缓存问题,cleaned_caselog.csv,cdn
新portal资源组边界的定义咨询,cleaned_caselog.csv,virtual-machines
存储咨询,cleaned_caselog.csv,storage
使用上传的VHD创建虚拟机失败,cleaned_caselog.csv,virtual-machines
虚拟机删除报错,cleaned_caselog.csv,virtual-machines
 Azure CDN咨询,cleaned_caselog.csv,cdn
虚拟机Windows咨询,cleaned_caselog.csv,virtual-machines
导入/导出咨询,cleaned_caselog.csv,storage
Azure AD咨询,cleaned_caselog.csv,active-directory
Azure 导入/导出工具，如何使用,cleaned_caselog.csv,storage
vm端口问题,cleaned_caselog.csv,cdn
虚机中搭建的网站访问没有权限,cleaned_caselog.csv,virtual-machines
升级配置,cleaned_caselog.csv,virtual-machines
如何更改用powershell创建的VM级别,cleaned_caselog.csv,virtual-machines
关于备份策略的问题,cleaned_caselog.csv,site-recovery
虚拟机运行数据库写入数据缓慢,cleaned_caselog.csv,virtual-machines
虚拟机进行附加磁盘,cleaned_caselog.csv,virtual-machines
虚拟机临时磁盘相关问题,cleaned_caselog.csv,virtual-machines
虚机磁盘延迟较高,cleaned_caselog.csv,virtual-machines
关于部分域名访问设置,cleaned_caselog.csv,cdn
虚拟机创建状态长时间处于安装扩展状态,cleaned_caselog.csv,virtual-machines
账号无法登陆,cleaned_caselog.csv,azure-portal
VM经典门户如何迁移到新门户,cleaned_caselog.csv,virtual-machines
通过Powershell模板部署出的虚拟机有问题。,cleaned_caselog.csv,virtual-machines
如何使用power shell Get 到Azure上VM的可用Size,cleaned_caselog.csv,virtual-machines
CDN问题,cleaned_caselog.csv,cdn
从经典portal迁移至新Portal,cleaned_caselog.csv,virtual-machines
Azure站点恢复服务咨询,cleaned_caselog.csv,virtual-machines
数据迁移咨询,cleaned_caselog.csv,virtual-machines
请问D系列VM如何添加SSD硬盘？,cleaned_caselog.csv,virtual-machines
VM安全防范咨询,cleaned_caselog.csv,virtual-machines
定时启停设置,cleaned_caselog.csv,automation
CDN日志查询,cleaned_caselog.csv,cdn
ARM的所有虚拟机状态显示未知，客户无法开关机,cleaned_caselog.csv,azure-portal
外网访问不了虚拟机Windows搭建的站点,cleaned_caselog.csv,virtual-machines
 怎么创建“Fs” VM？,cleaned_caselog.csv,virtual-machines
CDN https加速,cleaned_caselog.csv,cdn
磁盘分离,cleaned_caselog.csv,virtual-machines
如何在管理控制台后台进行远程终端控制,cleaned_caselog.csv,virtual-machines
cdn刷新没有起作用,cleaned_caselog.csv,cdn
cdn接入问题,cleaned_caselog.csv,cdn
我的存储订阅删除不掉,cleaned_caselog.csv,storage
如何使用外网可访问的https存储,cleaned_caselog.csv,storage
blob存储的系统时间是否可以修改,cleaned_caselog.csv,storage
"我的账号在ea,azure.com无法正常登录",cleaned_caselog.csv,billing
通过脚本捕获经典虚机镜像,cleaned_caselog.csv,site-recovery
Linux虚拟机ASM到ARM跨订阅的迁移方法,cleaned_caselog.csv,virtual-machines
  证书,cleaned_caselog.csv,storage
我们现有ssd500G的一块，是否可升级？,cleaned_caselog.csv,virtual-machines
虚拟机关机时间查询,cleaned_caselog.csv,virtual-machines
子账号权限问题,cleaned_caselog.csv,azure-portal
如果更改网站图片从cdn网址到资源源站网址,cleaned_caselog.csv,cdn
负载均衡服务,cleaned_caselog.csv,virtual-machines
站点恢复 Azure到Azure,cleaned_caselog.csv,site-recovery
添加硬盘后无法读取,cleaned_caselog.csv,virtual-machines
创建服务器时页面无法跳转,cleaned_caselog.csv,azure-portal
Azure虚拟机更改配置是否会重启,cleaned_caselog.csv,virtual-machines
关于新portal资源组问题,cleaned_caselog.csv,virtual-machines
增加登录ID和Owner,cleaned_caselog.csv,virtual-machines
无法登录CDN管理页面,cleaned_caselog.csv,cdn
存储账户中的监控数据,cleaned_caselog.csv,storage
VM迁移问题,cleaned_caselog.csv,virtual-machines
无法创建CDN,cleaned_caselog.csv,cdn
增加磁盘对应的位置什么意思？,cleaned_caselog.csv,virtual-machines
虚拟机型号修改问题,cleaned_caselog.csv,virtual-machines
关于转移此订阅下的所有VHD至新的订阅号上,cleaned_caselog.csv,virtual-machines
创建VM虚拟机咨询托管磁盘和非托管磁盘的区别,cleaned_caselog.csv,virtual-machines
关于备份的保留,cleaned_caselog.csv,virtual-machines
提交渗透性测试表,cleaned_caselog.csv,virtual-machines
虚拟机硬盘问题,cleaned_caselog.csv,virtual-machines
如何增加及调整磁盘的大小,cleaned_caselog.csv,virtual-machines
怎样刷新https站点的缓存，刷新缓存中提示的是http://,cleaned_caselog.csv,cdn
VM创建问题,cleaned_caselog.csv,virtual-machines
新门户保管库添加经典VM问题,cleaned_caselog.csv,virtual-machines
vm监控咨询,cleaned_caselog.csv,virtual-machines
咨询在管理界面如何找到P10的这个存储,cleaned_caselog.csv,storage
使用Get-AzureRmVM无法获取我在portal上创建的两个linux VM。,cleaned_caselog.csv,virtual-machines
更改VM大小,cleaned_caselog.csv,virtual-machines
如何使用云识别功能,cleaned_caselog.csv,virtual-machines
cdn缓存问题,cleaned_caselog.csv,cdn
backup端口号,cleaned_caselog.csv,site-recovery
经典存储账户迁移到ARM之后的问题,cleaned_caselog.csv,storage
无法创建CDN终结点,cleaned_caselog.csv,cdn
有没DNS服务做CNAME转发?,cleaned_caselog.csv,virtual-network
虚拟机创建设置,cleaned_caselog.csv,virtual-machines
备份存储选项不能修改,cleaned_caselog.csv,site-recovery
找不到 Azure AD 的菜单,cleaned_caselog.csv,active-directory
CDN相关咨询,cleaned_caselog.csv,cdn
Windows虚拟机里的组创建访问的规则没有生效,cleaned_caselog.csv,virtual-machines
虚拟机没有响应,cleaned_caselog.csv,virtual-machines
VMSS autoscale部署失败,cleaned_caselog.csv,virtual-machines
如何设置中文,cleaned_caselog.csv,virtual-machines
Azure虚拟机,cleaned_caselog.csv,virtual-machines
VM操作系统盘发布到SSD问题,cleaned_caselog.csv,virtual-network
Azure创建子账户管理门户显示不存在,cleaned_caselog.csv,virtual-machines
Azure D盘里的数据消失了,cleaned_caselog.csv,virtual-machines
DNS配置文件问题,cleaned_caselog.csv,virtual-machines
门户变更问题,cleaned_caselog.csv,azure-portal
Blob的RA-GRS在出现故障时，可以把只读的副本变成正常可写吗？,cleaned_caselog.csv,storage
cdn  https   缓存无法刷新,cleaned_caselog.csv,cdn
azure blob是否支持域名绑定后，index.html自动补齐的功能,cleaned_caselog.csv,storage
关于如何恢复虚拟机中被误删除的数据,cleaned_caselog.csv,site-recovery
CDN的使用问题,cleaned_caselog.csv,cdn
虚拟机更换,cleaned_caselog.csv,virtual-machines
用户分配资源组权限,cleaned_caselog.csv,active-directory
迁移VM到Vnet下,cleaned_caselog.csv,virtual-machines
日志无法查看,cleaned_caselog.csv,virtual-machines
AZ copy上传到100条-140条时会中断,cleaned_caselog.csv,storage
Azure AD 无法找到订阅，无法配置目录同步,cleaned_caselog.csv,active-directory
无法创建VM问题,cleaned_caselog.csv,virtual-machines
Azure是否支持本地服务器系统镜像上传,cleaned_caselog.csv,virtual-machines
自定义windows镜像是否算作windows VM计费,cleaned_caselog.csv,billing
临时磁盘文件丢失,cleaned_caselog.csv,virtual-machines
Azure自定义添加VM映像,cleaned_caselog.csv,virtual-machines
怎样查看虚拟机的MAC地址,cleaned_caselog.csv,virtual-machines
无法删除CDN的配置,cleaned_caselog.csv,cdn
使用新Portal的ASR灾备老Portal VM的问题,cleaned_caselog.csv,site-recovery
CDN证书续期,cleaned_caselog.csv,cdn
端口配置咨询,cleaned_caselog.csv,virtual-machines
backup agent安装报错,cleaned_caselog.csv,site-recovery
虚拟机Linux公网IP变了的原因,cleaned_caselog.csv,virtual-machines
VM级别咨询,cleaned_caselog.csv,virtual-machines
文件上传和存储,cleaned_caselog.csv,storage
VM附加磁盘规则,cleaned_caselog.csv,virtual-machines
添加的硬盘在VM中没有出现,cleaned_caselog.csv,virtual-machines
我们使用的虚拟机负载非常高，能帮我们查查物理服务器有没有问题,cleaned_caselog.csv,virtual-machines
存储问题,cleaned_caselog.csv,storage
查看近3个月所以的技术工单,cleaned_caselog.csv,active-directory
我不小心把虚拟机删除了,cleaned_caselog.csv,virtual-machines
CDN缓存规则无法更新,cleaned_caselog.csv,cdn
WebAPP前端有WAF设备时如何创建CDN,cleaned_caselog.csv,cdn
CDN测试相关问题,cleaned_caselog.csv,cdn
请问微软云，有专门的监控产品么？,cleaned_caselog.csv,virtual-machines
VM虚拟机重启后会不会把所选的时区还原,cleaned_caselog.csv,virtual-machines
ftp连接问题,cleaned_caselog.csv,virtual-machines
登录新portal之后监控没有指标显示,cleaned_caselog.csv,azure-portal
在预览版界面下 自动化部署,cleaned_caselog.csv,automation
如何获得虚拟机的root账号,cleaned_caselog.csv,virtual-machines
如何查看所拥有的可使用资源,cleaned_caselog.csv,virtual-machines
vhd上传咨询,cleaned_caselog.csv,virtual-machines
Can't add Login ID in Azure Powershell,cleaned_caselog.csv,virtual-machines
DDOS防御咨询,cleaned_caselog.csv,virtual-network
LINUX额外分区问题,cleaned_caselog.csv,virtual-machines
试图添加一个域b.moscnuat.com但验证总是无法通过,cleaned_caselog.csv,active-directory
创建脚本报错烦请支持,cleaned_caselog.csv,virtual-machines
VM相关,cleaned_caselog.csv,virtual-machines
VM-win界面语言更换,cleaned_caselog.csv,virtual-machines
虚拟机里FTPS部署咨询,cleaned_caselog.csv,virtual-machines
新建虚拟机出现错误,cleaned_caselog.csv,virtual-machines
vm性能问题,cleaned_caselog.csv,virtual-machines
CDN节点自动更新咨询,cleaned_caselog.csv,cdn
虚拟机上挂载磁盘问题,cleaned_caselog.csv,virtual-machines
虚拟机创建指导,cleaned_caselog.csv,virtual-machines
虚拟机下载到本地使用,cleaned_caselog.csv,virtual-machines
虚拟机磁盘问题,cleaned_caselog.csv,virtual-machines
如何实现三台Linux虚拟机启动挂载mystorages存储中的fileshares文件存储,cleaned_caselog.csv,storage
active directory怎么删除目录,cleaned_caselog.csv,active-directory
Arm问题,cleaned_caselog.csv,virtual-machines
如何修改Azure云主机swap大小,cleaned_caselog.csv,virtual-machines
虚拟机备份咨询,cleaned_caselog.csv,virtual-machines
AD同步报错,cleaned_caselog.csv,active-directory
虚拟机的格式转换vhd格式,cleaned_caselog.csv,virtual-machines
活动目录有红色叹号,cleaned_caselog.csv,active-directory
不能打开网站的MP4文件,cleaned_caselog.csv,cdn
切换默认存储账户,cleaned_caselog.csv,virtual-machines
VHD创建虚拟机,cleaned_caselog.csv,virtual-machines
Oracle Linux Server release 6.8安装LIS,cleaned_caselog.csv,virtual-machines
如何设置manage平台多人协助管理,cleaned_caselog.csv,azure-portal
cdn endpoint创建总是失败,cleaned_caselog.csv,cdn
如何配置Azure CDN服务,cleaned_caselog.csv,cdn
使用代码启动或暂定虚拟机时会报错,cleaned_caselog.csv,virtual-machines
cdn设置问题,cleaned_caselog.csv,cdn
虚拟机限制,cleaned_caselog.csv,virtual-machines
Windows 虚拟机存储池以及raid配置咨询,cleaned_caselog.csv,virtual-machines
vm备份咨询,cleaned_caselog.csv,site-recovery
power shell 部署虚拟机,cleaned_caselog.csv,virtual-machines
为playback6.duobeiyun.com增加Range头支持,cleaned_caselog.csv,cdn
无法删除存储空间,cleaned_caselog.csv,storage
Azure活动目录结构问题,cleaned_caselog.csv,virtual-machines
Azure Backup 和 Azure的安全性问题,cleaned_caselog.csv,virtual-machines
CDN配置界面没有https和ssl配置选项,cleaned_caselog.csv,cdn
tablestorage 是否支持ftp访问下载,cleaned_caselog.csv,storage
实例创建时间和配置信息查询,cleaned_caselog.csv,virtual-machines
Windows虚拟机里放一个APP,cleaned_caselog.csv,virtual-machines
配置CDN后,cleaned_caselog.csv,cdn
监视器显示指标无法选择,cleaned_caselog.csv,azure-portal
新门户中无法正常显示资源组,cleaned_caselog.csv,virtual-machines
如何捕获虚拟机镜像,cleaned_caselog.csv,virtual-machines
管理门户的时间和语言设置,cleaned_caselog.csv,azure-portal
CDN中ssl证书如何提取,cleaned_caselog.csv,cdn
AD问题,cleaned_caselog.csv,azure-portal
AD下的domain service怎么添加不上去,cleaned_caselog.csv,active-directory
虚拟机运行缓慢,cleaned_caselog.csv,virtual-machines
CDN Https配置,cleaned_caselog.csv,cdn
备份服务问题,cleaned_caselog.csv,site-recovery
导入/导出功能及流程咨询,cleaned_caselog.csv,storage
PowerShell创建VM时设置订阅失败,cleaned_caselog.csv,virtual-machines
VM固定IP问题,cleaned_caselog.csv,virtual-machines
vm固定IP咨询,cleaned_caselog.csv,virtual-machines
文件存储咨询,cleaned_caselog.csv,storage
CDN测试,cleaned_caselog.csv,cdn
创建虚拟机类型咨询,cleaned_caselog.csv,virtual-machines
VM恢复问题,cleaned_caselog.csv,virtual-machines
标准计算 Linux A1硬盘大小,cleaned_caselog.csv,virtual-machines
虚拟机时间与实际不一致,cleaned_caselog.csv,virtual-machines
azure能否搭建exchange服务,cleaned_caselog.csv,virtual-machines
创建虚拟机时无法找到端口映射,cleaned_caselog.csv,virtual-machines
虚拟机暂停使用数据保留时间,cleaned_caselog.csv,virtual-machines
虚拟机显示时间不对,cleaned_caselog.csv,virtual-machines
Backup restore/VM restore,cleaned_caselog.csv,virtual-machines
创建虚机是报错,cleaned_caselog.csv,virtual-machines
video encoding vps/dps,cleaned_caselog.csv,virtual-machines
使用powershell 做快照执行命令有报错,cleaned_caselog.csv,virtual-machines
有CDN厂商的支持列表没,cleaned_caselog.csv,cdn
 Azure客户咨询高级存储磁盘如何删除。,cleaned_caselog.csv,storage
 VM调整大小,cleaned_caselog.csv,virtual-machines
Azure Powershell配置问题,cleaned_caselog.csv,virtual-machines
无法添加磁盘服务,cleaned_caselog.csv,virtual-machines
磁盘读写速度问题,cleaned_caselog.csv,virtual-machines
已删除云服务 为何无法创建同命名的云服务,cleaned_caselog.csv,virtual-machines
虚拟机里面磁盘的问题,cleaned_caselog.csv,virtual-machines
关于虚拟机在iis部署asp.net mvc,cleaned_caselog.csv,virtual-machines
ARM新Portal里面VM监控没有数据,cleaned_caselog.csv,virtual-machines
渗透性测试请求,cleaned_caselog.csv,virtual-machines
如何启动虚拟机的诊断信息,cleaned_caselog.csv,virtual-machines
硬盘添加报错,cleaned_caselog.csv,storage
CDN设置,cleaned_caselog.csv,cdn
如何做硬盘快照,cleaned_caselog.csv,virtual-machines
查看缓存信息报错,cleaned_caselog.csv,cdn
SSL服务,cleaned_caselog.csv,cdn
创建虚拟机出错,cleaned_caselog.csv,virtual-machines
通过 vm scale set 创建的虚机 无法新增  Azure Load Balancernat规则 ,cleaned_caselog.csv,virtual-machines
VM删除文件找回问题,cleaned_caselog.csv,virtual-machines
老界面创建D系列虚拟机挂载SSD磁盘,cleaned_caselog.csv,virtual-machines
在现有vNET中可以创建高级磁盘P10虚拟机吗？,cleaned_caselog.csv,virtual-machines
ARM虚拟机备份还原问题,cleaned_caselog.csv,site-recovery
远程连接不了虚拟机,cleaned_caselog.csv,virtual-machines
ASM2ARM 咨询,cleaned_caselog.csv,azure-portal
如何为VM添加磁盘,cleaned_caselog.csv,virtual-machines
服务器更新确认,cleaned_caselog.csv,quota
Azure中的虚拟机是否需要自动更新,cleaned_caselog.csv,virtual-machines
无法添加泛解析endpoint,cleaned_caselog.csv,cdn
如何配置加速访问blob存储上的图片,cleaned_caselog.csv,storage
基于“资源”模板的虚拟机配置，没有预分配的dns地址吗？,cleaned_caselog.csv,virtual-machines
虚拟机删除,cleaned_caselog.csv,virtual-machines
虚拟机应该如何做备份，或者怎么做快照,cleaned_caselog.csv,site-recovery
cdn中icp咨询,cleaned_caselog.csv,cdn
Extension/commandToExecute 中文问题,cleaned_caselog.csv,virtual-machines
Azure 虚拟机注册不成功,cleaned_caselog.csv,site-recovery
创建Windows虚拟机如何选择硬盘大小,cleaned_caselog.csv,virtual-machines
Two disks sending to China East for jobs chesheastimport02 and chesheastexport03,cleaned_caselog.csv,storage
登录预览门户报错创建服务失败,cleaned_caselog.csv,azure-portal
密码重置,cleaned_caselog.csv,virtual-machines
如何将DSV2系列转换橙DSV1系列,cleaned_caselog.csv,virtual-machines
Azure VM 2012R2 如何安装.Net 3.5,cleaned_caselog.csv,virtual-machines
多重身份验证MFA如何部署到本地,cleaned_caselog.csv,active-directory
如何上传本地系统,cleaned_caselog.csv,virtual-machines
azure虚拟机磁盘转移问题咨询,cleaned_caselog.csv,virtual-machines
不能给虚机挂硬盘，也不能删除虚机,cleaned_caselog.csv,virtual-machines
加速图片服务ICP审核,cleaned_caselog.csv,cdn
EA账单下载接口（REST API）调不通！,cleaned_caselog.csv,azure-portal
powershell问题,cleaned_caselog.csv,virtual-machines
Cannot delete Lob02 VM,cleaned_caselog.csv,virtual-machines
所有的监控面板信息展示丢失,cleaned_caselog.csv,azure-portal
无法创建VM,cleaned_caselog.csv,virtual-machines
如何配置PowerShell,cleaned_caselog.csv,virtual-machines
虚拟机A系列 扩展到 D 系列 硬盘的变化,cleaned_caselog.csv,virtual-machines
新portal 如何查看虚拟机的cpu 内存  磁盘等监控面板,cleaned_caselog.csv,azure-portal
How to make service account?,cleaned_caselog.csv,active-directory
windows2008r2激活,cleaned_caselog.csv,virtual-machines
存储在D12的报表打不开,cleaned_caselog.csv,virtual-machines
存储账户从异地冗余切换成本地冗余,cleaned_caselog.csv,storage
病毒补丁咨询,cleaned_caselog.csv,virtual-machines
CDN ICP审核,cleaned_caselog.csv,cdn
一台主机的硬盘找不到,cleaned_caselog.csv,virtual-machines
Windows update fails,cleaned_caselog.csv,virtual-machines
虚拟机系统更换咨询,cleaned_caselog.csv,virtual-machines
捕获功能怎么做,cleaned_caselog.csv,virtual-machines
VM备份,cleaned_caselog.csv,virtual-machines
备份保管库咨询,cleaned_caselog.csv,site-recovery
企业版的CDN是否支持HTTP/2服务,cleaned_caselog.csv,cdn
不同订阅内的服务迁移,cleaned_caselog.csv,virtual-machines
新界面虚拟机的备份,cleaned_caselog.csv,site-recovery
通过磁盘复制实现虚拟机复制（账号信息保留）,cleaned_caselog.csv,virtual-machines
部署资源统计咨询,cleaned_caselog.csv,virtual-machines
咨询安全性问题,cleaned_caselog.csv,virtual-machines
CDN咨询,cleaned_caselog.csv,cdn
创建企业版VM问题,cleaned_caselog.csv,virtual-machines
虚拟机挂载的磁盘大小和数量限制咨询,cleaned_caselog.csv,virtual-machines
客户想要将 Azure 订阅从一个AD根目录转移到另一个目录。,cleaned_caselog.csv,subscription
 负载均衡是否有内网地址,cleaned_caselog.csv,virtual-machines
两台服务器注册同一个恢复服务保管库，备份同样位置的文件是否会造成冲突,cleaned_caselog.csv,site-recovery
如何删除备份保管库,cleaned_caselog.csv,site-recovery
VM中部署数据库,cleaned_caselog.csv,virtual-machines
VM监控报错404,cleaned_caselog.csv,virtual-machines
经典门户迁移虚拟机到新portal门户,cleaned_caselog.csv,virtual-machines
centos-based6.8无法部署resource manager模型,cleaned_caselog.csv,virtual-machines
资源组-访问控制-无法看到数据,cleaned_caselog.csv,active-directory
如何在门户预览上创建绑定IP地址的型号为A1的VM,cleaned_caselog.csv,virtual-machines
新protal创建vm咨询,cleaned_caselog.csv,virtual-machines
虚拟机数据磁盘扩容咨询,cleaned_caselog.csv,virtual-machines
VM无法重置密码,cleaned_caselog.csv,virtual-machines
域名变更,cleaned_caselog.csv,active-directory
如何创建香港的虚机,cleaned_caselog.csv,virtual-machines
后台启动VM中软件,cleaned_caselog.csv,virtual-machines
VM支持的磁盘类型比较,cleaned_caselog.csv,virtual-machines
虚拟机相关咨询,cleaned_caselog.csv,virtual-machines
Azure 多台VM是否可以共享一个数据虚拟机磁盘,cleaned_caselog.csv,virtual-machines
无法找到已经配置的CDN,cleaned_caselog.csv,cdn
虚拟机如何设置自动开关机,cleaned_caselog.csv,automation
如何创建中文的windows服务系统,cleaned_caselog.csv,virtual-machines
如何在ARM模式下抓取镜像,cleaned_caselog.csv,virtual-machines
查找redhat5.7,cleaned_caselog.csv,virtual-machines
在一个VNET中的两台VM 如何共享磁盘,cleaned_caselog.csv,virtual-machines
VM 磁盘数据取出,cleaned_caselog.csv,virtual-machines
利用AzureVM(IaaS)备份的数据恢复虚拟机,cleaned_caselog.csv,site-recovery
CDN刷新缓存问题,cleaned_caselog.csv,cdn
数据迁移问题,cleaned_caselog.csv,storage
backup服务白名单IP地址,cleaned_caselog.csv,site-recovery
请帮忙查询一下Humanify映像抓取情况,cleaned_caselog.csv,storage
如何通过PowerShell获取VM的CPU内存等信息,cleaned_caselog.csv,virtual-machines
Resource命名规则问题,cleaned_caselog.csv,virtual-machines
Azure 取消还原虚拟机,cleaned_caselog.csv,site-recovery
Linux虚拟机在新门户界面找不到“取消分配”的按钮,cleaned_caselog.csv,virtual-machines
powershell 报错原因排查,cleaned_caselog.csv,azure-portal
azure container service 不支持么？,cleaned_caselog.csv,virtual-machines
ICP 验证失败,cleaned_caselog.csv,cdn
Experiencing authentication issues,cleaned_caselog.csv,azure-portal
创建Windows虚拟机不成功,cleaned_caselog.csv,virtual-machines
在 Resource Manager 部署中备份文件和文件夹,cleaned_caselog.csv,site-recovery
AAD中添加了一个域名验证不通过,cleaned_caselog.csv,active-directory
存储帐号疑问删除虚拟机疑问,cleaned_caselog.csv,virtual-machines
虚拟机是否有快照，怎么创建和恢复,cleaned_caselog.csv,virtual-machines
创建虚拟机咨询,cleaned_caselog.csv,virtual-machines
网站绑定NSG查询咨询,cleaned_caselog.csv,virtual-network
压力测试申请,cleaned_caselog.csv,virtual-machines
虚拟机存储账号,cleaned_caselog.csv,virtual-machines
CDN创建咨询,cleaned_caselog.csv,cdn
windows,cleaned_caselog.csv,virtual-machines
Blob存储和常规存储有什么不同？,cleaned_caselog.csv,storage
