Question,Answer,URL,ms.service,keywords
mysql.exe命令行工具有问题,[关于mysql.exe命令行工具的已知问题](https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#step7),https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#step7,mysql,
Mysql数据库迁移有问题,[关于数据库迁移的常见问题](https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#step8),https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#%E5%85%B3%E4%BA%8E%E6%95%B0%E6%8D%AE%E5%BA%93%E8%BF%81%E7%A7%BB%E7%9A%84%E5%B8%B8%E8%A7%81%E9%97%AE%E9%A2%98,mysql,
MYSQL Database on Azure 的管理门户只支持对用户设置整个数据库的读写权限，如果我现在的数据库有对用户权限更细化的设置，迁移会成功吗？,没有问题，虽然我们的管理门户 以及PowerShell /REST API在创建用户或数据库时只支持对整个数据库设置读写权限，但您可以用“grant”语句对用户权限进行更细化的设置。,https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#%E5%85%B3%E4%BA%8E%E6%95%B0%E6%8D%AE%E5%BA%93%E8%BF%81%E7%A7%BB%E7%9A%84%E5%B8%B8%E8%A7%81%E9%97%AE%E9%A2%98,mysql,
如何将Mysql 数据库从5.5升级到5.6？,"目前我们暂不支持一键升级，替代办法是用户可以通过mysqldump将数据从源5.5实例中导出，创建新的5.6数据库服务器实例，再将数据进行导入，测试兼容性通过后，可将应用迁移至5.6实例。
如果用户的源数据库是生产环境或不能接受任何停机时间，可以在源数据库上手动创建快照，恢复到全新实例后，以恢复后的实例进行迁移升级，以减少对源数据库的影响。",https://docs.azure.cn/zh-cn/mysql/mysql-database-tech-faq#%E5%85%B3%E4%BA%8E%E6%95%B0%E6%8D%AE%E5%BA%93%E8%BF%81%E7%A7%BB%E7%9A%84%E5%B8%B8%E8%A7%81%E9%97%AE%E9%A2%98,mysql,
Azure MySQL 数据库连接问题,Azure MySQL数据库连接问题，请参见[文档](https://docs.azure.cn/zh-cn/articles/azure-operations-guide/mysql/aog-mysql-connections-faq/),https://docs.azure.cn/zh-cn/articles/azure-operations-guide/mysql/aog-mysql-connections-faq/,mysql,
如何计算中继小时数？,WCF 中继仅适用于标准层命名空间。 其他中继的定价和[连接配额](https://docs.azure.cn/service-bus-messaging/service-bus-quotas)保持不变。 这意味着中继将继续根据消息数（而不是操作数）和中继小时数计费。 有关详细信息，请参阅定价详细信息页上的[混合连接和 WCF 中继](https://www.azure.cn/pricing/details/messaging/)表。,https://docs.azure.cn/service-bus-relay/relay-faq,service-bus,
Azure 存储服务安全性如何？,Azure 存储服务会分配给用户两个访问密钥：主访问密钥和辅助访问密钥。该访问密钥是256个字节的字符串，用户使用该访问密钥来验证每一个对 Azure 存储服务 的数据访问请求。它的工作流程如下：1.  用户首先构建数据访问请求，该数据访问请求可以是读 Blob、写 Entity 到 Table 中或者使用 Queue;2.  用户使用访问密钥通过加密算法对数据访问请求进行数字签名;3.  该数字签名包含在数据访问请求的标头部分(HTML Header)，然后数据访问请求发送到 Azure 存储服务。需要注意的是，我们在申请存储账号时系统生成了两个访问密钥：一个是主访问密钥，另一个是辅访问密钥。两个访问密钥的功能相同都可以访问数据。之所以有两个是为了方便用 户切换访问密钥。比如，在通常情况下用户使用主访问密钥，如果一旦主访问密钥被泄露，用户可以把主访问密钥在最短的时间内失效(重新生成一个新的主访问密钥)，然后切换到使 用辅访问密钥。用户不需要为此修改代码，而只需要更改服务配置文件即可，同时更新服务配置文件也没有宕机时间。此外，另外一种有效的做法是应用程序代码可以先使用主访问密钥来访问数据，如果验证失败，代码自动使用辅访问密钥，这样用户在切换访问密钥时就不会有宕机时间了。为了进一步提高对 Blob 数据访问控制的灵活度，Azure 数据存储服务还提供了另外一种叫做 Shared Access Signature 的数据访问控制方式。使用 Shared Access Signature ，管理员可以为其他用户生成一个临时的数据访问请求，该临时数据访问请求包含有效的数字签名，所以它可以通过数据验证。该临时数据访问请求也包含该用户可以访问哪些数据和 操作权限等信息，而且该临时数据访问请求只会在指定时间内有效。这样管理员既可以允许其他用户访问数据，又不会泄露访问密钥。,https://www.azure.cn/support/faq/,storage,
Azure 中存储的数据是不是都是加密的？,关于数据加密， Azure 提供包括 AES-256 在内的各种加密功能，便于客户采用满足自己需求的最佳方法。,https://www.azure.cn/support/faq/,storage,
Azure 中存储的数据是否都是加密的？,关于数据加密， Azure 提供包括 AES-256 在内的各种加密功能，便于客户采用满足自己需求的最佳方法。,https://www.azure.cn/support/faq/,storage,
Azure的每个存储账户有多大？,Azure的每个存储账户有500TB,faq_learned,storage,
SQL Azure Database 与传统 SQL Server Database 有什么不同？,"SQL Server 是企业级数据库服务器，可提供“纵向扩展”关系数据存储并能够处理一组广泛的内部部署应用程序类型和方案。SQL Server 不是服务产品，并且不采用即付即用消费模式。SQL Server 按每服务器或每处理器获得许可，并且涉及一套丰富的服务器硬件。SQL Server 在您的数据中心或者托管提供商数据中心中的硬件上运行。
Azure SQL Database 是高度可用的分布式“横向扩展”数据库服务，由世纪互联在云中托管。借助 Azure SQL Database，可以服务的形式轻松设置和部署关系数据库功能。开发人员或管理员不必安装、设置以及修补或管理任何软件。高可用性、备份和恢复、地理分布以及灾难恢复内置于该项服务中。Azure SQL Database 针对需要以低于传统纵向扩展体系结构的成本提供高度扩展和高可用性的应用程序进行设计和优化。因此，Azure SQL Database 能够 在商用硬件上提供高度可用的横向扩展解决方案，并以服务的形式提供数据库功能。
有关更多详细信息，请访问 [SQL Azure](https://www.azure.cn/blog/2010/05/24/sql-azure-vs-sql-server) 网页。",https://www.azure.cn/support/faq/,sql-database,
SQL Azure Database 与传统 SQL Server Database 的区别？,"SQL Server 是企业级数据库服务器，可提供“纵向扩展”关系数据存储并能够处理一组广泛的内部部署应用程序类型和方案。SQL Server 不是服务产品，并且不采用即付即用消费模式。SQL Server 按每服务器或每处理器获得许可，并且涉及一套丰富的服务器硬件。SQL Server 在您的数据中心或者托管提供商数据中心中的硬件上运行。
Azure SQL Database 是高度可用的分布式“横向扩展”数据库服务，由世纪互联在云中托管。借助 Azure SQL Database，可以服务的形式轻松设置和部署关系数据库功能。开发人员或管理员不必安装、设置以及修补或管理任何软件。高可用性、备份和恢复、地理分布以及灾难恢复内置于该项服务中。Azure SQL Database 针对需要以低于传统纵向扩展体系结构的成本提供高度扩展和高可用性的应用程序进行设计和优化。因此，Azure SQL Database 能够 在商用硬件上提供高度可用的横向扩展解决方案，并以服务的形式提供数据库功能。
有关更多详细信息，请访问 [SQL Azure](https://www.azure.cn/blog/2010/05/24/sql-azure-vs-sql-server) 网页。",https://www.azure.cn/support/faq/,sql-database,
数据库连不上了,"数据库故障排查可参照以下文档：
*[Azure SQL 数据库](https://docs.azure.cn/zh-cn/articles/azure-operations-guide/sql-database/aog-sql-database-connection-faq
https://docs.azure.cn/zh-cn/sql-database/sql-database-troubleshoot-common-connection-issues)；
*[Azure MySQL 数据库](https://docs.azure.cn/zh-cn/articles/azure-operations-guide/mysql/aog-mysql-connections-faq
https://docs.azure.cn/zh-cn/mysql/mysql-database-connectioninquiry)",faq_learned,sql-database,
MySQL响应慢怎么办？,"MySQL性能优化，可参照以下文档：
*[优化 Azure Linux VM 上的 MySQL 性能](https://docs.azure.cn/zh-cn/virtual-machines/linux/classic/optimize-mysql)；
*[如何高效连接到MySQL Database on Azure](https://docs.azure.cn/zh-cn/mysql/mysql-database-connection-pool)；
*[MySQL连接问题](https://docs.azure.cn/zh-cn/mysql/mysql-database-connectioninquiry)",faq_learned,mysql,
负载均衡器和应用程序网关的区别,应用程序网关是第 7 层负载均衡器，这意味着，它只处理 Web 流量 (HTTP/HTTPS/WebSocket)。 它支持 SSL 终止、基于 Cookie 的会话相关性以及对流量进行负载均衡的轮循机制等功能。 负载均衡器在第 4 层对流量进行负载均衡 (TCP/UDP)。关于负载均衡，可参照以下文档[Azure 负载均衡器概述](https://docs.azure.cn/zh-cn/load-balancer/load-balancer-overview),faq_learned,load-balancer,
Azure 负载均衡器是什么？,"Azure 负载均衡器是基于第 4 层 (TCP、UDP)的负载均衡器，可在负载均衡集中定义的运行状况良好的服务实例之间分配传入流量，从而提高应用程序的可用性和网络性能。
可以将 Azure 负载均衡器配置：
* 对传入到虚拟机的 Internet 流量进行负载均衡。 此配置称为 [面向 Internet 的负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internet-overview)。
* 对虚拟网络中虚拟机之间的流量、云服务中虚拟机之间的流量或本地计算机和跨界虚拟网络中虚拟机之间的流量进行负载均衡。 此配置称为[内部负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internal-overview)。
* 将外部流量转发到特定的虚拟机。 
更多有关 Azure 负载均衡器的详细信息，请参阅[Azure 负载均衡器概述](https://docs.azure.cn/load-balancer/load-balancer-overview)。",https://www.azure.cn/support/faq/,load-balancer,
什么是 Azure 负载均衡器？,"Azure 负载均衡器是基于第 4 层 (TCP、UDP)的负载均衡器，可在负载均衡集中定义的运行状况良好的服务实例之间分配传入流量，从而提高应用程序的可用性和网络性能。
可以将 Azure 负载均衡器配置：
* 对传入到虚拟机的 Internet 流量进行负载均衡。 此配置称为 [面向 Internet 的负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internet-overview)。
* 对虚拟网络中虚拟机之间的流量、云服务中虚拟机之间的流量或本地计算机和跨界虚拟网络中虚拟机之间的流量进行负载均衡。 此配置称为[内部负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internal-overview)。
* 将外部流量转发到特定的虚拟机。 
更多有关 Azure 负载均衡器的详细信息，请参阅[Azure 负载均衡器概述](https://docs.azure.cn/load-balancer/load-balancer-overview)。",https://www.azure.cn/support/faq/,load-balancer,
负载均衡的机制是什么？,"Azure 负载均衡器是基于第 4 层 (TCP、UDP)的负载均衡器，可在负载均衡集中定义的运行状况良好的服务实例之间分配传入流量，从而提高应用程序的可用性和网络性能。
可以将 Azure 负载均衡器配置：
* 对传入到虚拟机的 Internet 流量进行负载均衡。 此配置称为 [面向 Internet 的负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internet-overview)。
* 对虚拟网络中虚拟机之间的流量、云服务中虚拟机之间的流量或本地计算机和跨界虚拟网络中虚拟机之间的流量进行负载均衡。 此配置称为[内部负载均衡](https://docs.azure.cn/load-balancer/load-balancer-internal-overview)。
* 将外部流量转发到特定的虚拟机。 
更多有关 Azure 负载均衡器的详细信息，请参阅[Azure 负载均衡器概述](https://docs.azure.cn/load-balancer/load-balancer-overview)。",https://www.azure.cn/support/faq/,load-balancer,
如何将SAS加入到密钥保管库,Azure Key Vault 允许保管库/对象所有者创建 SAS，可参照以下文档：[Azure Key Vault 存储帐户密钥](https://docs.azure.cn/zh-cn/key-vault/key-vault-ovw-storage-keys),faq_learned,key-vault,
如何将共享访问签名加入到密钥保管库,Azure Key Vault 允许保管库/对象所有者创建 SAS，可参照以下文档：[Azure Key Vault 存储帐户密钥](https://docs.azure.cn/zh-cn/key-vault/key-vault-ovw-storage-keys),faq_learned,key-vault,
IOT套件只有企业级客户才能享受,IOT套件只有企业级客户才能享受，此服务暂时只对签订世纪互联在线服务高级协议的企业客户开放。,faq_learned,iot-suite,
ICP 备案面签地点？,"ICP 备案面签地点: 
 - 北京：朝阳区酒仙桥东路 1 号 M5 楼 电话：4000890365
 - 上海：上海浦东区科苑路 88 号 3 号楼 657 室 电话：4000890365 ",https://www.azure.cn/icp/icp-faq/,icp,面签
在 ICP 备案系统填写备案接入信息，服务器放置地和接入方式如何选择？,在 ICP 备案系统填写备案接入信息时，服务器放置地：可以选择“北京”或“上海” ；接入方式：可以选择 “云接入”。,https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案适用情况？,"ICP 备案适用场景如下：
1.  新增备案：适合首次备案的用户。
2.  新增网站：适合已有 ICP 备案，为同一主办单位新开办的网站或此前未进行过备案的网站进行备案。
3.  新增接入：适合原来在其他服务商处有网站并且已经做过备案的用户，将网站转为我们接入，并且仍使用原来域名的用户。",https://www.azure.cn/icp/icp-faq/,icp,
部分省份管局审核 ICP 备案周期预估。（注：最终审核时间以管局为准）,"部分省份管局审核 ICP 备案周期预估如下：（注：最终审核时间以管局为准）
3 周：甘肃、云南
2 周：北京、浙江、湖北、天津、江西、广西、河北、黑龙江、内蒙古
1 周：广东、江苏、四川、河南、陕西、安徽、福建、贵州、辽宁、海南、湖南、新疆、山西、宁夏、重庆
3 天：上海",https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案信息在管局审核中，是否可以修改备案信息？,ICP 备案信息在管局审核中，不可以修改备案信息，管局审核通过后可以修改备案信息，并且备案信息的修改必须要再次提交管局审核才可生效。,https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案面签通知发给谁？,ICP 备案面签通知发送到注册联系人邮箱。,https://www.azure.cn/icp/icp-faq/,icp,面签
"ICP 备案成功后, 我是否还可以修改备案信息？",ICP 备案成功后，可以修改备案信息，但有些内容的修改则需重新提供核验资料。由于目前各省管局的要求不统一，届时可联系客服代表进行确认。,https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案周期？,ICP 备案周期：在您提交信息后，我们会在 2 个工作日进行初审；若审核通过，我们会通知您来我们公司进行现场核验；面签通过后，我们会在收到纸质资料和照片后 1.5 个工作日进行二次审核，并将信息提交到省管局，管局会在 20 个工作日内下发审核意见。,https://www.azure.cn/icp/icp-faq/,icp,
我的网站备案成功了，下一步怎么做？,ICP 备案成功后，工信部会将备案结果以邮件和短信的形式通知您，您会获得网站的ICP备案号和备案密码，请将备案号放到自己的网站上并链接到[www.miitbeian.gov.cn](http://www.miitbeian.gov.cn)工信部备案网站上。  [www.beian.gov.cn](http://www.beian.gov.cn),https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案密码忘记如何找回？,ICP 备案成功后，通信管理管局会将备案密码直接下发给备案主体负责人。如果忘记了，请登录工信部备案网站[www.miitbeian.gov.cn](www.miitbeian.gov.cn)找回密码，或通过各地通信管理局找回密码。,https://www.azure.cn/icp/icp-faq/,icp,
只做邮箱的域名是不是也需要备案？,ICP 备案是根据顶级域名来判断的，只要顶级域名没有备案过，该域名开通任何互联网信息服务都需要备案。所以，只做邮箱的域名也需要备案。,https://www.azure.cn/icp/icp-faq/,icp,
域名只做邮箱使用是否需要备案？如果顶级域名已经做过备案了，mail 这样的二级域名就不需要再做备案了吧？,ICP 备案是根据顶级域名来判断的，只要顶级域名没有备案过，该域名开通任何互联网信息服务都需要备案。所以，只做邮箱的域名也需要备案。,https://www.azure.cn/icp/icp-faq/,icp,
从哪里获取 ICP 备案 真实性核验单和网络安全责任书？,"ICP 备案系统首页,报备必读中可以获取 ICP 备案 真实性核验单和网络安全责任书",https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案流程？,"ICP 备案流程：您在""[icp.cloud.21vianet.com](https://icp.cloud.21vianet.com)""进行注册，并填写、提交相关信息，我们初审通过后会通知贵方网站负责人携带相关核验资料到现场进行核验，通过后我们将信息提交到省管局，若审核通过则备案成功。",https://www.azure.cn/icp/icp-faq/,icp,
进行什么操作时，会用到管局下发的 ICP 备案密码？,新增接入、注销主体时会用到管局下发的 ICP 备案密码。,https://www.azure.cn/icp/icp-faq/,icp,
哪些网站需要 ICP 备案？,用户可以通过独立的域名或独立的 IP 浏览公司在互联网上发布的信息，都需要 ICP 备案。,https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案所需材料？,"1. 公司备案：
 *   主办者证件：营业执照（企业）、组织机构代码证（仅限非企业机构）
 *   网站负责人证件：指公司员工身份证或护照（护照仅限非大陆境内人士）
 *   主体负责人证件：指法人身份证或护照（护照仅限非大陆境内人士）
 *   网站真实性核验单：请在备案系统首页""报备必读""中下载
 *   网络安全责任书：请在备案系统首页""报备必读""中下载
 *   域名证书：如果域名是在境内注册，请直接联系域名注册商提供信息；如果域名是境外注册，请在网上通过 whois 查询信息并截图
 *   法人授权书（仅个别用户需要，请查看""管局特殊要求""）：请在备案系统首页""报备必读""中下载
 *   居住证：仅个别用户需要，请查看""管局特殊要求""
2. 个人备案：
 *   主办者+网站负责人+主体负责人：要求是同一人，需提供身份证（非大陆境内人士可以提供护照或台胞证）
 *   网站真实性核验单：请在备案系统首页""报备必读""中下载
 *   网络安全责任书：请在备案系统首页""报备必读""中下载
 *   域名证书：如果域名是在境内注册，请直接联系域名注册商提供信息；如果域名是境外注册，请在网上通过 whois 查询信息并截图
 *   居住证：仅个别用户需要，请查看""管局特殊要求""
3. 注意：以上资料原件拍照或者原件彩色扫描件在备案系统直接上传；面签时请携带""网站真实性核验单+网络安全责任书""原件。",https://www.azure.cn/icp/icp-faq/,icp,
ICP 备案需要哪些材料？,"1. 公司备案：
 *   主办者证件：营业执照（企业）、组织机构代码证（仅限非企业机构）
 *   网站负责人证件：指公司员工身份证或护照（护照仅限非大陆境内人士）
 *   主体负责人证件：指法人身份证或护照（护照仅限非大陆境内人士）
 *   网站真实性核验单：请在备案系统首页""报备必读""中下载
 *   网络安全责任书：请在备案系统首页""报备必读""中下载
 *   域名证书：如果域名是在境内注册，请直接联系域名注册商提供信息；如果域名是境外注册，请在网上通过 whois 查询信息并截图
 *   法人授权书（仅个别用户需要，请查看""管局特殊要求""）：请在备案系统首页""报备必读""中下载
 *   居住证：仅个别用户需要，请查看""管局特殊要求""
2. 个人备案：
 *   主办者+网站负责人+主体负责人：要求是同一人，需提供身份证（非大陆境内人士可以提供护照或台胞证）
 *   网站真实性核验单：请在备案系统首页""报备必读""中下载
 *   网络安全责任书：请在备案系统首页""报备必读""中下载
 *   域名证书：如果域名是在境内注册，请直接联系域名注册商提供信息；如果域名是境外注册，请在网上通过 whois 查询信息并截图
 *   居住证：仅个别用户需要，请查看""管局特殊要求""
3. 注意：以上资料原件拍照或者原件彩色扫描件在备案系统直接上传；面签时请携带""网站真实性核验单+网络安全责任书""原件。",https://www.azure.cn/icp/icp-faq/,icp,
ICP,"ICP备案是工信部要求每一个在国内连接互联网的网站都必须要办的一个入网许可。
ICP许可证是网站经营的许可证，根据国家《互联网管理办法》规定，经营性网站必须办理ICP许可证，否则就属于非法经营。
Chinacloudapp.cn、Chinacloudapi.cn 和 Chinacloudsites.cn 域名由上海蓝云网络科技有限公司备案，仅用于向其客户提供 Azure 服务。如果您需要通过 Azure 平台对外提供服务，应使用自有的域名提供服务，并根据相关规定对自有域名做相应的 ICP 备案。
是否需要办理ICP许可证，如您不能根据相关规定结合业务自行判断，请联系开办地通信管理局进行确认。",https://www.azure.cn/icp/icp-faq/,icp,
ICP 许可证和 ICP 备案是什么？如果我在 Azure 上部署我的服务，我需要 ICP 许可证或者 ICP 备案么？,"ICP备案是工信部要求每一个在国内连接互联网的网站都必须要办的一个入网许可。
ICP许可证是网站经营的许可证，根据国家《互联网管理办法》规定，经营性网站必须办理ICP许可证，否则就属于非法经营。
Chinacloudapp.cn、Chinacloudapi.cn 和 Chinacloudsites.cn 域名由上海蓝云网络科技有限公司备案，仅用于向其客户提供 Azure 服务。如果您需要通过 Azure 平台对外提供服务，应使用自有的域名提供服务，并根据相关规定对自有域名做相应的 ICP 备案。
是否需要办理ICP许可证，如您不能根据相关规定结合业务自行判断，请联系开办地通信管理局进行确认。",https://www.azure.cn/icp/icp-faq/,icp,
什么是ICP备案？,"ICP备案是工信部要求每一个在国内连接互联网的网站都必须要办的一个入网许可。
ICP许可证是网站经营的许可证，根据国家《互联网管理办法》规定，经营性网站必须办理ICP许可证，否则就属于非法经营。
Chinacloudapp.cn、Chinacloudapi.cn 和 Chinacloudsites.cn 域名由上海蓝云网络科技有限公司备案，仅用于向其客户提供 Azure 服务。如果您需要通过 Azure 平台对外提供服务，应使用自有的域名提供服务，并根据相关规定对自有域名做相应的 ICP 备案。
是否需要办理ICP许可证，如您不能根据相关规定结合业务自行判断，请联系开办地通信管理局进行确认。",https://www.azure.cn/icp/icp-faq/,icp,
什么是ICP许可证？,"ICP备案是工信部要求每一个在国内连接互联网的网站都必须要办的一个入网许可。
ICP许可证是网站经营的许可证，根据国家《互联网管理办法》规定，经营性网站必须办理ICP许可证，否则就属于非法经营。
Chinacloudapp.cn、Chinacloudapi.cn 和 Chinacloudsites.cn 域名由上海蓝云网络科技有限公司备案，仅用于向其客户提供 Azure 服务。如果您需要通过 Azure 平台对外提供服务，应使用自有的域名提供服务，并根据相关规定对自有域名做相应的 ICP 备案。
是否需要办理ICP许可证，如您不能根据相关规定结合业务自行判断，请联系开办地通信管理局进行确认。",https://www.azure.cn/icp/icp-faq/,icp,
备案登陆账号密码找回发到哪里？,"1.  系统升级前注册账号客户:发送到注册联系人邮箱;
2.  系统升级后注册账号客户: 发送到登陆邮箱,即登陆账号（注意：如您在""基本信息设置""添加新邮箱，则默认发到此邮箱中）",https://www.azure.cn/icp/icp-faq/,icp,
主网站接入在境外，二级域名接入在境内，怎么备案？,根据终审部门（即通信管理局）的要求，这种情况是无法进行 ICP 备案的。,https://www.azure.cn/icp/icp-faq/,icp,
我的主网站（即www.abc.com）接入在境外，二级域名接入在境内，怎么备案？,根据终审部门（即通信管理局）的要求，这种情况是无法进行 ICP 备案的。,https://www.azure.cn/icp/icp-faq/,icp,
我只注册了域名，做了转发到一个已经备案的网站上了，我的域名还需要备案吗？,需要备案，您需要将域名添加到已经备案的网站信息中。,https://www.azure.cn/icp/icp-faq/,icp,
什么是 Azure？,Azure 是一个灵活而开放的云平台，通过该平台，您可以在数据中心快速生成、部署和管理应用程序。Azure 支持所有主流操作系统、语言或开发工具，并且能够将公有云应用程序与现有 IT 基础设施相集成。Azure 提供国际水准的服务级别协议，使您能够构建和运行高度可用的应用程序，而不必将精力放在基础结构上。它提供了操作系统和服务自动修补功能以及内置的网络负载平衡和硬件故障恢复能力。它支持允许您在不停机的情况下升级应用程序的部署模型。Azure 使您能够使用任何语言、框架或工具来生成应用程序。使用开放式 REST 协议公开功能和服务。Azure 客户端库适用于多种编程语言，根据开放源许可发布并承载于 GitHub 上 。Azure 提供了一个灵活的云平台，可满足任何应用程序需求。*   [产品最新更新](https://www.azure.cn/what-is-new/)*   [入门指南](https://www.azure.cn/starter-guide/),https://www.azure.cn/support/faq/,general,
什么是azure?,Azure 是一个灵活而开放的云平台，通过该平台，您可以在数据中心快速生成、部署和管理应用程序。Azure 支持所有主流操作系统、语言或开发工具，并且能够将公有云应用程序与现有 IT 基础设施相集成。Azure 提供国际水准的服务级别协议，使您能够构建和运行高度可用的应用程序，而不必将精力放在基础结构上。它提供了操作系统和服务自动修补功能以及内置的网络负载平衡和硬件故障恢复能力。它支持允许您在不停机的情况下升级应用程序的部署模型。Azure 使您能够使用任何语言、框架或工具来生成应用程序。使用开放式 REST 协议公开功能和服务。Azure 客户端库适用于多种编程语言，根据开放源许可发布并承载于 GitHub 上 。Azure 提供了一个灵活的云平台，可满足任何应用程序需求。*   [产品最新更新](https://www.azure.cn/what-is-new/)*   [入门指南](https://www.azure.cn/starter-guide/),https://www.azure.cn/support/faq/,general,
中国版 Azure 支持 “Azure Benefit”吗?,"中国区 Azure 不能使用 ”Azure Benefit“。中国的 Azure 服务是由世纪互联来运营的。您账户中的 ""Azure Benefit"" 仅能在 Azure 全球其他地区的平台上运营。MSDN 账户不能在 Azure 中国由世纪互联运营的平台上启用。如果您对申请一个由世纪互联运营的 Microsoft Azure 服务有兴趣的话，请填写[Azure 试用申请表](https://www.azure.cn/pricing/1rmb-trial-full/?form-type=identityauth) 。加入1元试用计划开始您的 Azure 体验。",https://www.azure.cn/support/faq/,general,
应用程序的最终用户是否需要 Power BI 许可证？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
应用程序的最终用户需要 Power BI 许可证吗？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
应用程序的最终用户需要单独购买 Power BI 许可证吗？,应用程序的最终用户不需要 Power BI 许可证。 应用程序的最终用户无需单独购买 Power BI 订阅便可访问应用内数据可视化元素。 在 Power BI 工作区集合模型中，会通过 Azure 消耗计量器针对服务向应用程序提供商计费。 请参阅[定价和许可页](https://www.azure.cn/pricing/details/power-bi-embedded),https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
Power BI 工作区集合可以用于创建内部应用程序吗？,Power BI 工作区集合不能用于创建内部应用程序，Power BI 工作区集合仅供外部用户使用，不应在内部业务应用程序中使用。 为了嵌入用于内部业务应用程序的 Power BI 内容，应该使用 Power BI 服务，并且所有使用该内容的用户必须拥有一个有效的 Power BI 免费版或 Power BI Pro 的用户订阅许可证。 有关如何将内部应用程序与 Power BI 服务进行集成的详细信息，请访问 [https://dev.powerbi.cn](https://dev.powerbi.cn/),https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
Power BI 工作区集合当前支持哪些数据源？,Power BI 工作区集合会支持通过直接查询对使用基本凭据的云数据源进行访问。 这意味着目前支持的源有 Azure SQL DB 和 Azure SQL DW 等。 在未来几个月中会添加对其他数据源和访问类型的支持。 有关详细信息，请参阅[连接到数据源](https://docs.azure.cn/power-bi-workspace-collections/connect-datasource),https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
可以通过现有的订阅使用 Power BI 工作区集合吗？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
是否可以通过现有的订阅使用 Power BI 工作区集合？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
用户有一个 Azure 订阅。 是否可以通过现有的订阅使用 Power BI 工作区集合？,可以使用现有的 Azure 订阅预配和使用 Power BI 工作区集合服务。,https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
如何对 Power BI 工作区集合的用户进行身份验证？,"Power BI 工作区集合服务使用""应用令牌""进行身份验证和授权，而不是使用显式的最终用户身份验证。 在应用令牌模型中，应用程序管理最终用户的身份验证和授权。 然后，若有必要，应用将创建并发送应用令牌，以指示服务来呈现所请求的报表。 此设计不要求应用使用 Azure AD 进行用户身份验证和授权，但仍然可以这样做。 可以[在此处](https://docs.azure.cn/power-bi-workspace-collections/app-token-flow)了解应用令牌的详细信息。 Power BI 工作区集合中还引入了行级安全性 (RLS) 功能以用于高级安全性筛选方案。",https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
Power BI 工作区集合的租户模型如何工作？,"在 Power BI 工作区集合模型中，明确要求 Azure AD 租户中必须存在客户。 可以为客户选择是否需要 Azure AD。 这样，应用程序的体系结构和基础结构就可以用来确定 Power BI 工作区集合要求的租户模型。
开发人员/员工操作或创建应用程序时会需要具有 AAD 用户帐户才能通过 Azure 门户管理 Azure 订阅和工作区集合。 开发人员可以使用编程 API 导入报表、修改连接字符串、获取嵌入式 URL、改用应用令牌进行身份验证，因此无需使用 AAD。",https://docs.azure.cn/power-bi-workspace-collections/faq,power-bi-embedded,
